Review Text,Review Date,Helpful Votes,Verified Purchase,Imp_Words,Sentiment,Sentiment Score,Positive_Sentence_Count,Negative_Sentence_Count,Neutral_Sentence_Count,Reliability,Review_Length
Excellent till now,Reviewed in India on 24 May 2025,5,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Best in its Class,Reviewed in India on 23 May 2025,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,4
Black share of 2 inch in the upper side of the TV,Reviewed in India on 13 February 2025,0,Yes,9,NEUTRAL,0.067,1,1,1,UNRELIABLE,12
It has a nice displace and for those playing ps4 and ps5 it is a excellent choice,Reviewed in India on 10 May 2025,0,Yes,5,POSITIVE,0.533,2,0,1,RELIABLE,17
nice product,Reviewed in India on 6 February 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Amazing usage and loving it.,Reviewed in India on 11 May 2025,0,Yes,2,POSITIVE,0.467,2,0,1,RELIABLE,5
Nice tv but it do not come with wall Mount,Reviewed in India on 29 January 2025,2,Yes,5,NEUTRAL,0.033,1,1,1,UNRELIABLE,10
Recently bought and watched for 15 days.. But product doesn't meet my expectations and installation done by mine as amazon Service provider is a cheater and didn't turned up for 2days past delivery. Amazon support is not up-to the mark and acceptable. Will have to wait and watch the TcL performance.,Reviewed in India on 19 January 2025,3,Yes,24,NEGATIVE,-0.2,1,2,1,UNRELIABLE,51
"Good quality for this price.
If u choose other brands you have to pay ₹5000 to 15000 extra .",Reviewed in India on 17 January 2025,2,Yes,8,POSITIVE,0.467,2,0,1,RELIABLE,19
Good product. Really stands for its quality,Reviewed in India on 25 January 2025,0,Yes,5,POSITIVE,0.433,2,0,1,RELIABLE,7
Very good performance sooo far ... But if u need the real fun and enjoy this tv features in terms of picture quality with good sound .... I've connected my tv to a 1000 watts Samsung Home Theater with a digital Optical cable.. It's a terrific sound ...,Reviewed in India on 4 December 2024,4,Yes,29,POSITIVE,0.675,4,0,0,RELIABLE,48
I received this product on December 15.product is good.But any service person was not visited to installation my 43 inch TCL TV till today.,Reviewed in India on 5 January 2025,3,Yes,11,NEUTRAL,0.033,1,1,1,UNRELIABLE,24
"Click to play video
LED की क्वालिटी बहुत अच्छी है आपको कई दिनों तक इंतजार करना पड़ता है तब जाकर LED आपके पास डिलीवर होती है क्वालिटी के हिसाब से LED बहुत अच्छी है मैं खुश हूं कोई दिक्कत नहीं है लेकिन LED की फिटिंग के लिए आपको बहुत परेशान करता है TCL कंपनी कहती है कि ये Amazon की जिम्मेदारी है Amazon कहता है कि ये TCL की जिम्मेदारी है Wall mount के लिए दोस्तों आपको खुद ही इंतजाम करना होगा TCL और Amazon पर भरोसा मत कीजिए इनकी सर्विस बहुत खराब है इनकी सर्विस बहुत खराब है",Reviewed in India on 21 March 2025,0,Yes,16,NEGATIVE,-0.475,0,3,1,RELIABLE,99
Good one for the cost.,Reviewed in India on 22 January 2025,0,Yes,4,NEUTRAL,0.0,0,0,1,UNRELIABLE,5
Power button of the Remote isn't working properly when the tv needs to be turn off we use tv button rather than remote power button. So please replace the remote as soon as possible.,Reviewed in India on 26 April 2025,0,Yes,21,NEGATIVE,-0.333,0,2,1,RELIABLE,34
Product is good let wait for the review,Reviewed in India on 6 February 2025,0,Yes,4,POSITIVE,0.2,1,0,2,UNRELIABLE,8
Thanks for nice product it's working good no problems happened it's really good quality is also good 😊,Reviewed in India on 25 April 2025,3,Yes,11,POSITIVE,0.467,2,0,1,RELIABLE,18
The picture quality is great for a uhd TV. Sound could have been better. Less bezel is good. And of course the price is worth buying this TV. Fulfilling buy.,Reviewed in India on 18 December 2024,4,Yes,17,POSITIVE,0.42,4,1,0,RELIABLE,30
Good so far,Reviewed in India on 22 January 2025,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Good product worth buying at this price,Reviewed in India on 4 January 2025,6,Yes,5,POSITIVE,0.233,1,0,2,RELIABLE,7
Very good product,Reviewed in India on 24 April 2025,2,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Good picture quality,Reviewed in India on 27 January 2025,0,Yes,3,POSITIVE,0.2,1,1,1,UNRELIABLE,3
"Wrong or missleading product information. I have ordered TCL 65V6B, on online product description, it's mentioned that wall mount is included on box. After receiving the product found out that wall mount is not part of the product and not mentioned product box. Product is good color, sound and with prices best.",Reviewed in India on 9 October 2024,0,Yes,29,NEUTRAL,-0.1,1,2,1,UNRELIABLE,52
Sound quality need to be improved,Reviewed in India on 29 December 2024,0,Yes,2,NEUTRAL,-0.067,1,1,1,UNRELIABLE,6
"This TCL TV is a complete disappointment. The quality is substandard, and within just 5-6 months, it started malfunctioning. But the worst part? The customer service is utterly pathetic. No proper help, no timely resolution, just endless calls and emails with no result. Buying this TV was a huge mistake. I strongly advise others to steer clear of TCL. This brand is a red flag for anyone expecting reliability or basic support.",Reviewed in India on 24 May 2025,0,Yes,40,NEGATIVE,-0.375,0,8,0,RELIABLE,72
Good product but not goooooood brightness 😤colours see good picture are good,Reviewed in India on 13 April 2025,0,Yes,8,POSITIVE,0.2,2,1,1,UNRELIABLE,12
Very good at this price,Reviewed in India on 14 December 2024,0,Yes,4,NEUTRAL,0.0,0,0,1,UNRELIABLE,5
I found a TV from Samsung with the same specifications AND same price,Reviewed in India on 18 December 2024,3,Yes,8,NEUTRAL,0.067,1,1,1,UNRELIABLE,13
"Amazing tv, you buy it
Love ❤️ 😍 💖 ❣️ 💕 💘 ❤️

It's Google tv. wow 👌",Reviewed in India on 16 November 2024,4,Yes,6,POSITIVE,0.5,6,0,0,RELIABLE,18
Looking best for the living room. Massive Screen and very good display. Immersive for a home theatre experience. Worth it. Viewing distance must be approx 8ft for better visuals. Colors and HDR are great. TCL the best in class!,Reviewed in India on 14 November 2024,0,Yes,28,POSITIVE,0.4,7,0,1,RELIABLE,39
"TV is not working by the next day of installation. Trying to reach TCL. No service given. Amazon complaint was given. They sent a case id. While open that link it shows repair done and close. But no technician came no service done. TV not working. I almost lost rsm 30,000
I need refund or return that TV. Please help",Reviewed in India on 18 May 2025,0,Yes,22,NEGATIVE,-0.311,0,9,0,RELIABLE,60
Good purchase,Reviewed in India on 16 April 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Worsttttttttttttt product TV we received TV from Amazon within one day got problem inform to customer care service man came after long days and inform software issues within one day software issues then think quality of the TV from Amzon worsttttttt service and for refund more days taken . Very worstttttt serviceeeeeeereeee,Reviewed in India on 22 May 2025,0,Yes,41,NEGATIVE,-0.311,0,9,0,RELIABLE,52
"Bought the product and within 15 days product is out for repair, this is the quality of the product. Amazon says since the return window is closed can't help out for replacement, need to connect with TCL customer care as it's in warranty, TCl customer care does not take immediate actions.",Reviewed in India on 26 May 2025,0,Yes,27,NEGATIVE,-0.375,0,8,0,RELIABLE,51
"Very good product. Quality, service, packing is good.",Reviewed in India on 6 April 2025,11,Yes,7,POSITIVE,0.4,4,0,1,RELIABLE,8
"Dear all,

We have purchase the said TCL TV on 19/12/2024. Exactly after 45 days we are facing problem in watching the TV. After switch on, it shows only TCL and no other action was seen. Initiated complaint about this but not get any response from the customer care.

After the visit from the service person, came to know that the Mother board was not working. How come only after 45 days of purchase mother board got damaged? Whether the TCL company is selling old or useless or third grade product to the customer through you. I dont know, this may come your knowledge or not, but as a customer its very disappointment and i have decided not to purchase any product through your online site.

I want full justification for this and i seek complete replacement of the product immediately.

Waiting for your reply.

Dear All,

Not received any kind of revert from your side as well as TCL side. You both are cheating the peoples by selling such worthless and useless product.

Dont force the customer to his extreme level.

Waiting for your reply..",Reviewed in India on 9 February 2025,4,Yes,89,NEGATIVE,-0.24,0,10,0,RELIABLE,186
"This TV was delivered on 28/04/2025 & installation completed on 02/05/2025. After installation within 2 days the TV's screen was black out & stands with any function. Call loged on05/05/2025 for restoration. But the service provider replaced the TCL TV circuit with IFFALCON TV circuit. Is it the service?
It is simply cheating to a customer.
I want a remedy for this.",Reviewed in India on 17 May 2025,0,Yes,32,NEGATIVE,-0.311,0,9,0,RELIABLE,62
"This is not upto the expectations, Within a month this tv started showing black line, color line on the screen, Also working very slow if u r using any app than u will hv to wait sometime after pressing button of remote.

Need to improve the quality.",Reviewed in India on 13 February 2025,4,Yes,22,NEGATIVE,-0.225,0,8,0,RELIABLE,47
Installation is free but only negative is the technician selling a 4000 wall mont bracket for the tv. Could have bought it online for 2000,Reviewed in India on 17 October 2024,17,Yes,12,NEUTRAL,-0.1,1,3,0,UNRELIABLE,25
TV bahot badhiya hai. Is price range me sb se best. Sirf amazon delivery late kr ta hai or ha installation k liye company k bharose na raho. Jaldi koi aane wala nahi hai . 500 ka wall hanging stand 2000 ka bol te hai . Is se acha jb TV order kro us k sath stand bhi order kr dena . TV bahot achi hai,Reviewed in India on 13 February 2025,5,Yes,52,NEGATIVE,-0.356,2,7,0,RELIABLE,66
Bezel less design sound quality good,Reviewed in India on 27 November 2024,0,Yes,6,POSITIVE,0.7,2,0,0,RELIABLE,6
Nice tv with 4K quality.,Reviewed in India on 24 November 2024,0,Yes,5,POSITIVE,0.2,1,1,1,UNRELIABLE,5
"I bought it over Xiaomi,but I think I was wrong, i disappointed,sound quality is very poor,it took time to start the tv, bluetooth not connected with my one plus ear phone, sound quality really really bad,even conversation can not hear properly.",Reviewed in India on 22 October 2024,2,Yes,21,NEGATIVE,-0.5,0,8,0,RELIABLE,41
"Worst customer service TCL company giving
They are not providing service even having warranty for the product
I have scheduled appointment for my tv repair they checked it and said there is no service for this kind of repair
Very worst experience",Reviewed in India on 25 May 2025,15,Yes,22,NEGATIVE,-0.56,0,5,0,RELIABLE,42
"Worst delivery experience , tv did not work since installation, installation guy was rude , no return or replacement policy by amazon , they declined replacement and asked me to go for brand warranty, its been 3 days and amazon is not at all helpful…. Dont order any electronics item from amazon",Reviewed in India on 15 May 2025,15,Yes,26,NEGATIVE,-0.5,0,4,0,RELIABLE,52
"First the delivery, quality, durability is good. I recommend to every family. I suggest to spend your money on fixing with your own team. The installation team EXTREMELY POOR. DONT EVERY GO FOR THOSE PEOPLE BELIEVE ME.",Reviewed in India on 7 October 2024,8,Yes,20,NEGATIVE,-0.567,0,6,0,RELIABLE,37
Good 👍👍👍👍picture quality supper,Reviewed in India on 5 April 2025,0,Yes,4,POSITIVE,0.2,1,1,1,UNRELIABLE,4
"I bought this TCL 50” 4K TV in July 2024, and within just a few months, it started giving problems. Despite being under warranty, neither the service center nor Amazon is helping. I’ve been stuck in an endless loop of “we will get back to you” with no actual resolution.

This was supposed to be a premium smart TV, but the build quality clearly doesn’t match the promise. Extremely disappointed by both the product reliability and the after-sales service. For a ₹28,490 purchase, I expected better.

Avoid this product if you care about peace of mind.",Reviewed in India on 22 April 2025,0,Yes,47,NEGATIVE,-0.5,0,8,0,RELIABLE,96
"Good picture quality, I need to do some work on the dollby sound, I felt it was a little less",Reviewed in India on 17 October 2024,0,Yes,9,NEUTRAL,0.067,1,1,1,UNRELIABLE,20
"Quality of TV and this price is very good and installation also done on time , sound and picture quality is very good
Amazon service is very good",Reviewed in India on 23 October 2024,0,Yes,19,POSITIVE,0.45,3,0,1,RELIABLE,28
i bought it 43'' 4K UHD TV on 01.04.2025 at just 19500/- it its good TV. nice sound and picture clearity in 4K UHD is excellent.,Reviewed in India on 2 April 2025,0,Yes,16,POSITIVE,0.45,3,0,1,RELIABLE,26
Never purchase tcl V6B series televisions . It wont play 4K contents smoothly and will cause retart issues. Registered a complaint with tcl and they replaced the tv with a new one. It also has the same issue. The technician told that the board doesn't support 4K properly and I should have bought a higher end model. I send a mail to tcl india and they are of no use.,Reviewed in India on 1 May 2025,0,Yes,29,NEGATIVE,-0.543,0,7,0,RELIABLE,70
"Product delivered and installed on time, but issues started the next day

The TV was delivered on time and the installation went smoothly as scheduled. It worked perfectly on the first day. However, on the second day, while I was watching, it suddenly turned off by itself. I tried unplugging and plugging it back in — the standby light comes on, but the TV doesn’t turn on or play anything. Disappointed with the performance so far. Hoping for a quick resolution.",Reviewed in India on 23 April 2025,0,Yes,36,NEUTRAL,-0.08,2,3,0,UNRELIABLE,81
Bahot hi acha tv hai,Reviewed in India on 11 November 2024,5,Yes,5,POSITIVE,0.2,1,1,1,UNRELIABLE,5
"The TCL 43-inch 4K UHD TV delivers great picture quality for HD and 4K content. However, it struggles with SD channels on Tata Play dish TV, as the low resolution causes blurry images. If you watch mostly HD or 4K content, it's a solid choice, but not ideal for standard definition channels.",Reviewed in India on 11 August 2024,0,Yes,36,NEUTRAL,0.0,1,2,1,UNRELIABLE,52
"The fitting charges for wall mount stand has charging 2500 for tv, verymuch fraud. For one of my friend they have charged 1500",Reviewed in India on 2 November 2024,11,Yes,14,NEGATIVE,-0.6,0,3,0,RELIABLE,23
"Click to play video
Had to give 1 more USB",Reviewed in India on 18 November 2024,2,Yes,3,NEGATIVE,-0.7,0,2,0,RELIABLE,10
Wall mount was missing … while order wall mount was included,Reviewed in India on 30 October 2024,2,Yes,6,NEGATIVE,-0.7,0,2,0,RELIABLE,11
Initially it wss little confusng later we use to it. Now its better. Thank u,Reviewed in India on 12 October 2024,0,Yes,8,POSITIVE,0.333,2,1,0,RELIABLE,15
Software problem or Ram problem a bit slow,Reviewed in India on 3 December 2024,0,Yes,5,NEGATIVE,-0.7,0,2,0,RELIABLE,8
"Superb tv, sound, quality, colour appearance is also good",Reviewed in India on 20 October 2024,0,Yes,8,POSITIVE,0.6,3,0,0,RELIABLE,9
Audio quality not good,Reviewed in India on 12 November 2024,2,Yes,3,NEGATIVE,-0.267,1,1,1,RELIABLE,4
Very excellent,Reviewed in India on 19 November 2024,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
"Click to play video
I love this tv picture quality best soundflower BD best
TVS almost is very best I love you C.P",Reviewed in India on 29 October 2024,0,Yes,12,NEUTRAL,0.067,2,2,2,UNRELIABLE,23
Good 4k tv in this price segment,Reviewed in India on 8 October 2024,2,Yes,5,POSITIVE,0.2,1,1,1,UNRELIABLE,7
I did buy this product and return on the secnd day as its main power button was not working its look like someone has already been used by some days and then return the product. it’s really worst experience by amazon. taking very grantely.,Reviewed in India on 25 April 2025,0,Yes,21,NEGATIVE,-0.2,3,3,3,UNRELIABLE,44
"Make sure to buy the wall mount, the technician will ask for triple the amout of the wall mount.",Reviewed in India on 8 October 2024,0,Yes,9,NEUTRAL,0.067,1,1,1,UNRELIABLE,19
Wall mount include madbekittu,Reviewed in India on 4 April 2025,0,Yes,3,NEUTRAL,0.067,1,1,1,UNRELIABLE,4
Good quality,Reviewed in India on 31 October 2024,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
